,0,1,2,3,4
4682,"""Adamson Barbecue""","""Craft 64""","""Miracle Mile Delicatessen""","""Salt Cellar""","""Blaze Fast-Fire'd Pizza"""
4683,"""Kaiju""","""Barrio""","""Taqueria Mi Casita""","""Adamson Barbecue""","""Firefly"""
4684,"""Mikado Sushi""","""Tommy V's Urban Kitchen & Bar""","""Angelo's Pizza""","""Blaze Fast-Fire'd Pizza""","""Dumpling House Restaurant"""
4685,"""Hobak Korean BBQ""","""Kaiju""","""Dumpling House Restaurant""","""Tommy V's Urban Kitchen & Bar""","""Blaze Fast-Fire'd Pizza"""
4686,"""Sunrise House""","""Pinches Tacos""","""Butterfield's Pancake House""","""Postino Arcadia""","""Futo Buta"""
4687,"""Blaze Fast-Fire'd Pizza""","""Gyu-Kaku Japanese BBQ""","""Kaleidoscope Juice""","""Postino Arcadia""","""Soho Japanese Restaurant"""
4688,"""Paina Cafe""","""Hobak Korean BBQ""","""Izakaya Go""","""Butterfield's Pancake House""","""Yummy Grill & Sushi"""
4689,"""OHSO Brewery - Paradise Valley""","""Richardson's""","""Pita Jungle""","""Pizza-Pide""","""Postino Arcadia"""
4690,"""Butterfield's Pancake House""","""Yummy Grill & Sushi""","""Other Mama""","""Hobak Korean BBQ""","""Izakaya Go"""
4691,"""Fat Heads Brewery and Saloon""","""L'Atelier de Joël Robuchon""","""Lucky's Café""","""Eiffel Tower""","""Frost Gelato"""
4692,"""The Barrymore""","""Cactus Club Cafe""","""Barrio""","""Futo Buta""","""DW Bistro"""
4693,"""Makai Pacific Island Grill""","""Gabriella's Italian Grill & Pizzeria""","""Butterfield's Pancake House""","""The Greeks Grill""","""Postino Arcadia"""
4694,"""Toqué""","""Andre's""","""Tacos & Beer""","""Umiya Sushi""","""Blaze Fast-Fire'd Pizza"""
4695,"""Hobak Korean BBQ""","""Makai Pacific Island Grill""","""Raising Cane's""","""Red Velvet Cafe""","""DW Bistro"""
4696,"""Butterfield's Pancake House""","""Yupha's Thai Kitchen""","""Kaiju""","""Burrito Boyz""","""Le Robin Square"""
4697,"""Living Kitchen""","""Other Mama""","""Grand Lux Cafe""","""Fukuburger Truck""","""Makai Pacific Island Grill"""
4698,"""Yummy Grill & Sushi""","""Downtown Terrace""","""Hobak Korean BBQ""","""Butterfield's Pancake House""","""L'Atelier de Joël Robuchon"""
4699,"""Umiya Sushi""","""Cibo""","""Soho Japanese Restaurant""","""Gyu-Kaku Japanese BBQ""","""Blaze Fast-Fire'd Pizza"""
4700,"""Tommy's Restaurant""","""Barrio""","""Pita Jungle""","""The Greeks Grill""","""FnB"""
4701,"""Gyu-Kaku Japanese BBQ""","""FnB""","""DW Bistro""","""Soho Japanese Restaurant""","""Tommy's Restaurant"""
4702,"""Poke Guys""","""Andre's""","""Mad House Coffee""","""Blaze Fast-Fire'd Pizza""","""Adamson Barbecue"""
4703,"""ShinBay""","""Senor Taco""","""Salt Cellar""","""Bragg's Factory Diner""","""Adamson Barbecue"""
4704,"""Postino Arcadia""","""George's Kitchen""","""OHSO Brewery - Paradise Valley""","""Republic Ramen + Noodles""","""Sorso Wine Room"""
4705,"""Guy Fieri's Vegas Kitchen & Bar""","""BARDOT Brasserie""","""Lucky's Café""","""Barrio""","""Island Sushi & Grill"""
4706,"""Yummy Grill & Sushi""","""Deagan's Kitchen & Bar""","""The Brew Kettle""","""Cibo""","""Cartel Coffee Lab"""
4707,"""Pita Jungle""","""Frost Gelato""","""Bosa Donuts""","""Tommy's Restaurant""","""Lucky's Café"""
4708,"""FIKA""","""Moishe's Steakhouse""","""South Mountain Cafe""","""Cactus Club Cafe""","""DW Bistro"""
4709,"""Cheba Hut""","""Lucky's Café""","""Cactus Club Cafe""","""Spago by Wolfgang Puck""","""Firefly"""
4710,"""Naked Fish's Sushi & Grill""","""Liberty Market""","""Frost Gelato""","""FnB""","""Yao Fine Chinese Cuisine"""
4711,"""Chick-fil-A""","""Yummy Grill & Sushi""","""Angelo's Pizza""","""The Keg Steakhouse + Bar""","""Adamson Barbecue"""
4712,"""Pinches Tacos""","""The Barrymore""","""Joyride Taco House""","""Island Sushi & Grill""","""Barrio"""
4713,"""The Carbon Bar""","""L'Atelier de Joël Robuchon""","""Tommy's Restaurant""","""Hugo's Cellar""","""Soho Japanese Restaurant"""
4714,"""The Herb Box""","""Due Forni""","""Babbo Italian Eatery""","""Thai Elephant""","""Blaze Fast-Fire'd Pizza"""
4715,"""Applebee's""","""DW Bistro""","""Other Mama""","""Chicago Gyros""","""Musashi Japanese Steakhouse"""
4716,"""Butterfield's Pancake House""","""Futo Buta""","""Lucky's Café""","""The Barrymore""","""Pisces Sushi Bar & Lounge"""
4717,"""Guy Fieri's Vegas Kitchen & Bar""","""Guy Savoy""","""Cibo""","""L'Atelier de Joël Robuchon""","""Sidecar"""
4718,"""FIKA""","""OHSO Brewery - Paradise Valley""","""China Magic Noodle House""","""Dumpling House Restaurant""","""Umiya Sushi"""
4719,"""Soho Japanese Restaurant""","""Spago by Wolfgang Puck""","""Javier's""","""The Hummus Factory""","""Rolling in Dough Cafe"""
4720,"""131 Main""","""DW Bistro""","""Grand Lux Cafe""","""Makai Pacific Island Grill""","""Living Kitchen"""
4721,"""Blaze Fast-Fire'd Pizza""","""Original ChopShop""","""Yummy Grill & Sushi""","""Rolling in Dough Cafe""","""M&M Soul Food Cafe"""
4722,"""The Barrymore""","""Yama Sushi""","""Makai Pacific Island Grill""","""DW Bistro""","""Sammy's Woodfired Pizza and Grill"""
4723,"""Pa Pa Chang's""","""Pastel Creperies & Dessert House""","""Blue Adobe Grille""","""Blaze Fast-Fire'd Pizza""","""Cibo"""
4724,"""Ahipoki Bowl""","""Paymon's Mediterranean Cafe & Lounge""","""Giuseppe's Italian Grille""","""Barrio Queen""","""Salt Cellar"""
4725,"""Le Robin Square""","""School Restaurant""","""Sunrise House""","""Liberty Market""","""Umiya Sushi"""
4726,"""M&M Soul Food Cafe""","""Hash Kitchen""","""Cactus Club Cafe""","""The Harbord Room""","""Sidecar"""
4727,"""Ruth's Chris Steak House""","""Soho Japanese Restaurant""","""Joe's Midnight Run""","""Other Mama""","""L'Atelier de Joël Robuchon"""
4728,"""Lucky's Café""","""Soho Japanese Restaurant""","""Postino Arcadia""","""Umiya Sushi""","""Javier's"""
4729,"""Andre's""","""McCormick & Schmick's Seafood & Steaks""","""Other Mama""","""Guy Savoy""","""Javier's"""
4730,"""Original ChopShop""","""Due Forni""","""Salad and Go""","""Tommy V's Urban Kitchen & Bar""","""Musashi Japanese Steakhouse"""
4731,"""Carmen""","""Barrio""","""English Rose Tea Room""","""Blaze Fast-Fire'd Pizza""","""Postino Arcadia"""
4732,"""Pisces Sushi Bar & Lounge""","""Stacks & Yolks""","""Futo Buta""","""Craft Tasting Room & Growler Shop""","""Benny Pennello's"""
4733,"""Butterfield's Pancake House""","""Kai""","""Le Robin Square""","""Firefly""","""Naked Fish's Sushi & Grill"""
4734,"""Tommy V's Urban Kitchen & Bar""","""Nee House Chinese Restaurant""","""The Fry Bread House""","""China Magic Noodle House""","""Barrio Queen"""
4735,"""Angelo's Pizza""","""Taste Of Europe""","""Blaze Fast-Fire'd Pizza""","""School Restaurant""","""Chaupaati"""
4736,"""Cactus Club Cafe""","""Blaze Fast-Fire'd Pizza""","""Deagan's Kitchen & Bar""","""Cartel Coffee Lab""","""Kaiju"""
4737,"""Tommy's Restaurant""","""Adamson Barbecue""","""Blaze Fast-Fire'd Pizza""","""Angelo's Pizza""","""Sushi Kaji Restaurant"""
4738,"""Tommy's Restaurant""","""Hugo's Cellar""","""Omelet House""","""L'Atelier de Joël Robuchon""","""Buon Gusto Ristorante"""
4739,"""The Habit Burger Grill""","""Stacks & Yolks""","""Pisces Sushi Bar & Lounge""","""The Barrymore""","""Futo Buta"""
4740,"""Au Pain Doré""","""Adamson Barbecue""","""Lola Coffee""","""Salt Cellar""","""Bragg's Factory Diner"""
4741,"""Cheese N Stuff Deli""","""Yupha's Thai Kitchen""","""Firefly""","""Burrito Boyz""","""Cibo"""
4742,"""Thai Elephant""","""Chompie's Deli""","""Nota Bene""","""The Herb Box""","""Craft 64"""
4743,"""Cartel Coffee Lab""","""Taqueria Mi Casita""","""Hobak Korean BBQ""","""Firefly""","""Sinatra"""
4744,"""Kaiju""","""Adamson Barbecue""","""Izakaya Go""","""Blaze Fast-Fire'd Pizza""","""Cactus Club Cafe"""
4745,"""Yupha's Thai Kitchen""","""Zen Japanese Restaurant""","""Chompie's Deli""","""Poke Guys""","""Burrito Boyz"""
4746,"""Naked Fish's Sushi & Grill""","""DW Bistro""","""Makai Pacific Island Grill""","""Omelet House""","""Adamson Barbecue"""
4747,"""Pisces Sushi Bar & Lounge""","""Angelo's Pizza""","""Blaze Fast-Fire'd Pizza""","""Lucky's Café""","""Shangri-La Hotel"""
4748,"""All Star Wings & Ribs""","""Naked Fish's Sushi & Grill""","""Pop Up Pizza""","""Firefly""","""Eiffel Tower"""
4749,"""Fat Heads Brewery and Saloon""","""Firefly""","""Eiffel Tower""","""The Greeks Grill""","""Naked Fish's Sushi & Grill"""
4750,"""U.S. Egg""","""Carl's Jr""","""Big Buddha""","""FnB""","""Dumpling House Restaurant"""
4751,"""Musashi Japanese Steakhouse""","""Paymon's Mediterranean Cafe & Lounge""","""Barrio Queen""","""Adamson Barbecue""","""Benihana"""
4752,"""L'Atelier de Joël Robuchon""","""Omelet House""","""Hobak Korean BBQ""","""Raising Cane's""","""Island Sushi & Grill"""
4753,"""Bannock""","""The Habit Burger Grill""","""Presti's Bakery""","""Futo Buta""","""Hash Kitchen"""
4754,"""The Carbon Bar""","""Kaiju""","""Soho Japanese Restaurant""","""Poke Guys""","""Blue Adobe Grille"""
4755,"""Barrio""","""The Barrymore""","""N9NE Steakhouse""","""Butterfield's Pancake House""","""Grand Lux Cafe"""
4756,"""Island Foods""","""Bannock""","""Charleston's""","""Ahipoki Bowl""","""Fat Heads Brewery and Saloon"""
4757,"""Babbo Italian Eatery""","""Le Robin Square""","""Joyride Taco House""","""Umiya Sushi""","""Taqueria Mi Casita"""
4758,"""Cibo""","""School Restaurant""","""The Carbon Bar""","""Bannock""","""Blaze Fast-Fire'd Pizza"""
4759,"""Cactus Club Cafe""","""Kaiju""","""AMC Dine-in Theatres Esplanade 14""","""Lucky's Café""","""The Barrymore"""
4760,"""The Harbord Room""","""Yummy Grill & Sushi""","""Lola Coffee""","""Beckett's Table""","""Butterfield's Pancake House"""
4761,"""School Restaurant""","""Sammi & Soupe Dumpling""","""N9NE Steakhouse""","""Hash Kitchen""","""Russell's Restaurant"""
4762,"""Paymon's Mediterranean Cafe & Lounge""","""Foundation Room""","""Scooter's Pub""","""Raising Cane's""","""Cibo"""
4763,"""Hugo's Cellar""","""N9NE Steakhouse""","""Frost Gelato""","""Adamson Barbecue""","""Tommy's Restaurant"""
4764,"""Eiffel Tower""","""Bannock""","""Cibo""","""FIKA""","""DW Bistro"""
4765,"""Los Tacos""","""Fat Heads Brewery and Saloon""","""Eiffel Tower""","""Naked Fish's Sushi & Grill""","""Firefly"""
4766,"""Blaze Fast-Fire'd Pizza""","""Ahipoki Bowl""","""Liberty Market""","""Miracle Mile Delicatessen""","""The Herb Box"""
4767,"""School Restaurant""","""Naked Fish's Sushi & Grill""","""Thai House At Tower Place""","""Hash Kitchen""","""Umiya Sushi"""
4768,"""FnB""","""Graze""","""Pita Jungle""","""Postino Arcadia""","""Richardson's"""
4769,"""Blaze Fast-Fire'd Pizza""","""The Keg Steakhouse + Bar""","""Barrio""","""Cibo""","""Postino Arcadia"""
4770,"""Barrio""","""Zeke's Coffee""","""Island Sushi & Grill""","""Los Tacos""","""Cibo"""
4771,"""Dumpling House Restaurant""","""Deagan's Kitchen & Bar""","""Hash Kitchen""","""Bannock""","""Fat Heads Brewery and Saloon"""
4772,"""Blaze Fast-Fire'd Pizza""","""Salad King Restaurant""","""Lola Coffee""","""Butterfield's Pancake House""","""Postino Arcadia"""
4773,"""Kodo Sushi Sake""","""M&M Soul Food Cafe""","""Fat Heads Brewery and Saloon""","""BARDOT Brasserie""","""This End Up"""
4774,"""Bannock""","""School Restaurant""","""Kaiju""","""Adamson Barbecue""","""Salt Cellar"""
4775,"""L'Atelier de Joël Robuchon""","""KINKA IZAKAYA MONTREAL""","""Moishe's Steakhouse""","""Postino Arcadia""","""Yummy Grill & Sushi"""
4776,"""Yupha's Thai Kitchen""","""Deagan's Kitchen & Bar""","""Frost Gelato""","""Lucky's Café""","""Postino Arcadia"""
4777,"""Cheba Hut""","""School Restaurant""","""Barrio Queen""","""The Herb Box""","""Craft 64"""
4778,"""Hugo's Cellar""","""Javier's""","""Soho Japanese Restaurant""","""The Hummus Factory""","""Rolling in Dough Cafe"""
4779,"""Burrito Boyz""","""Hash House A Go Go""","""Blue Adobe Grille""","""Ahipoki Bowl""","""Guy Fieri's Vegas Kitchen & Bar"""
4780,"""FnB""","""Cheba Hut""","""Adamson Barbecue""","""Ocotillo""","""Grand Lux Cafe"""
4781,"""Butterfield's Pancake House""","""Frost Gelato""","""Fat Heads Brewery and Saloon""","""M&M Soul Food Cafe""","""Le Robin Square"""
4782,"""Ni Ji Sushi""","""Butterfield's Pancake House""","""Burrito Boyz""","""The Barrymore""","""Lucky's Café"""
4783,"""Adamson Barbecue""","""Burrito Boyz""","""Angelo's Pizza""","""Orange Sky""","""Salt Cellar"""
4784,"""Fukuburger Truck""","""Due Forni""","""Other Mama""","""Grand Lux Cafe""","""Viet Bistro"""
4785,"""Guy Fieri's Vegas Kitchen & Bar""","""Cafe Crepe""","""Poke Guys""","""Electric Mud BBQ""","""Orange Sky"""
4786,"""Fukuburger Truck""","""Postino Arcadia""","""Other Mama""","""Soho Japanese Restaurant""","""Butterfield's Pancake House"""
4787,"""Blaze Fast-Fire'd Pizza""","""Rolling in Dough Cafe""","""Yummy Grill & Sushi""","""Hugo's Cellar""","""Original ChopShop"""
4788,"""Vivace""","""FIKA""","""DW Bistro""","""Lucky's Café""","""The Barrymore"""
4789,"""Fukuburger Truck""","""Burrito Boyz""","""Soho Japanese Restaurant""","""Butterfield's Pancake House""","""Songbird Coffee & Tea House"""
4790,"""Fukuburger Truck""","""Due Forni""","""Umiya Sushi""","""Ventano Italian Grill & Seafood""","""Makai Pacific Island Grill"""
4791,"""Rolling in Dough Cafe""","""Javier's""","""Harvest""","""Spago by Wolfgang Puck""","""Soho Japanese Restaurant"""
4792,"""DB Brasserie""","""Blaze Fast-Fire'd Pizza""","""Rolling in Dough Cafe""","""Mucha Lucha Taco Shop""","""Soho Japanese Restaurant"""
4793,"""Firefly""","""Javier's""","""Spago by Wolfgang Puck""","""DB Brasserie""","""BARDOT Brasserie"""
4794,"""Earls Kitchen + Bar""","""Cibo""","""Yupha's Thai Kitchen""","""Cheese N Stuff Deli""","""Guy Fieri's Vegas Kitchen & Bar"""
4795,"""Poke Guys""","""DB Brasserie""","""Blaze Fast-Fire'd Pizza""","""Adamson Barbecue""","""Mad House Coffee"""
4796,"""Dumpling House Restaurant""","""Lola Coffee""","""Fat Heads Brewery and Saloon""","""Pinches Tacos""","""Toqué"""
4797,"""Ghazale Restaurant""","""Sushi Kaji Restaurant""","""Angelo's Pizza""","""Salt Cellar""","""Butterfield's Pancake House"""
4798,"""Jardin""","""Pastel Creperies & Dessert House""","""Butterfield's Pancake House""","""Paymon's Mediterranean Cafe & Lounge""","""Ni Ji Sushi"""
4799,"""Sushi Kaji Restaurant""","""AMC Dine-in Theatres Esplanade 14""","""Cactus Club Cafe""","""Angelo's Pizza""","""N9NE Steakhouse"""
4800,"""School Restaurant""","""Burrito Boyz""","""Bannock""","""Fat Heads Brewery and Saloon""","""Dumpling House Restaurant"""
4801,"""Fresh Wasabi""","""Pizza Brutta""","""Raising Cane's""","""Downtown Terrace""","""Frost Gelato"""
4802,"""Charleston's""","""Malabar""","""Cactus Club Cafe""","""Lucky's Café""","""Liberty Market"""
4803,"""Thirsty Lion Gastropub & Grill""","""BARDOT Brasserie""","""Javier's""","""Umiya Sushi""","""Fat Heads Brewery and Saloon"""
4804,"""Chon Thai Food""","""Musashi Japanese Steakhouse""","""Barrio Queen""","""Hobak Korean BBQ""","""Lucky's Café"""
4805,"""Blaze Fast-Fire'd Pizza""","""Poke Guys""","""Nota Bene""","""Soho Japanese Restaurant""","""Bootleggers Modern American Smokehouse"""
4806,"""Lola's A Louisiana Kitchen""","""Nota Bene""","""Andre's""","""Blaze Fast-Fire'd Pizza""","""BARDOT Brasserie"""
4807,"""Hobak Korean BBQ""","""Ahipoki Bowl""","""Island Sushi & Grill""","""Eiffel Tower""","""Lucky's Café"""
4808,"""Salt Cellar""","""Sammi & Soupe Dumpling""","""Le Robin Square""","""Restaurant Chantecler""","""Liberty Market"""
4809,"""Angelo's Pizza""","""AMC Dine-in Theatres Esplanade 14""","""Joyride Taco House""","""Electric Mud BBQ""","""Burrito Boyz"""
4810,"""Gyu-Kaku Japanese BBQ""","""Butterfield's Pancake House""","""Pastel Creperies & Dessert House""","""Hobak Korean BBQ""","""Mimis Cafe"""
4811,"""Lucky's Café""","""Burrito Boyz""","""Angelo's Pizza""","""Presti's Bakery""","""The Fry Bread House"""
4812,"""Barrio""","""Deagan's Kitchen & Bar""","""Frost Gelato""","""Fat Heads Brewery and Saloon""","""Lucky's Café"""
4813,"""Joyride Taco House""","""Kaiju""","""Yupha's Thai Kitchen""","""Ni Ji Sushi""","""Salt Cellar"""
4814,"""Burrito Boyz""","""Soho Japanese Restaurant""","""Kai""","""Joe Beef""","""Cibo"""
4815,"""Grand Lux Cafe""","""Javier's""","""Other Mama""","""DW Bistro""","""Benny Pennello's"""
4816,"""Yupha's Thai Kitchen""","""Eiffel Tower""","""Kona Grill""","""Lucky's Café""","""Liberty Market"""
4817,"""Joe Beef""","""Other Mama""","""Guy Fieri's Vegas Kitchen & Bar""","""Joyride Taco House""","""Joe's Midnight Run"""
4818,"""Stacks & Yolks""","""Barrio""","""Liberty Market""","""Futo Buta""","""DW Bistro"""
4819,"""Smoke's Poutinerie""","""The Shore Club - Toronto""","""Dumpling House Restaurant""","""Adamson Barbecue""","""Blaze Fast-Fire'd Pizza"""
4820,"""Poke Guys""","""Salt Cellar""","""Momofuku Daish?""","""Adamson Barbecue""","""Le Robin Square"""
4821,"""Fat Heads Brewery and Saloon""","""Soho Japanese Restaurant""","""Spago by Wolfgang Puck""","""Chon Thai Food""","""Javier's"""
4822,"""Fat Heads Brewery and Saloon""","""Le Robin Square""","""Barrio""","""Charleston's""","""Firefly"""
4823,"""Cartel Coffee Lab""","""Franco's Italian Caffe""","""Chon Thai Food""","""Beckett's Table""","""Green Lemon Grass"""
4824,"""Yupha's Thai Kitchen""","""Joe Beef""","""Cibo""","""Maestro's Pizzeria""","""Guy Fieri's Vegas Kitchen & Bar"""
4825,"""Fat Heads Brewery and Saloon""","""Big Buddha""","""Naked Fish's Sushi & Grill""","""Los Tacos""","""Cibo"""
4826,"""Wildflower Bread Company""","""Paina Cafe""","""Tacos & Beer""","""Cafe Breizh""","""Salad King Restaurant"""
4827,"""Guy Savoy""","""Earls Kitchen + Bar""","""Firefly""","""Naked Fish's Sushi & Grill""","""Fat Heads Brewery and Saloon"""
4828,"""Other Mama""","""Cibo""","""DW Bistro""","""Barrio""","""Sonora Mesquite Grill"""
4829,"""Deagan's Kitchen & Bar""","""Angelo's Pizza""","""Hash Kitchen""","""Chon Thai Food""","""Lucky's Café"""
4830,"""Spago by Wolfgang Puck""","""Angelo's Pizza""","""Burrito Boyz""","""Umiya Sushi""","""Papi Queso"""
4831,"""DW Bistro""","""Joe's New York Pizza""","""Yupha's Thai Kitchen""","""Soho Japanese Restaurant""","""Petite Maison"""
4832,"""Eiffel Tower""","""Cheba Hut""","""FnB""","""DW Bistro""","""Lucky's Café"""
4833,"""Harvest""","""Roast Public House""","""Javier's""","""China Magic Noodle House""","""Rolling in Dough Cafe"""
4834,"""Butterfield's Pancake House""","""Blaze Fast-Fire'd Pizza""","""Kai""","""Le Robin Square""","""Pastel Creperies & Dessert House"""
4835,"""Chon Thai Food""","""Cheba Hut""","""Cactus Club Cafe""","""Yama Sushi""","""Miller's Ale House - Henderson"""
4836,"""Liberty Market""","""Salt Cellar""","""Le Robin Square""","""Bragg's Factory Diner""","""Butterfield's Pancake House"""
4837,"""M&M Soul Food Cafe""","""Chon Thai Food""","""La Hacienda""","""Viet Bistro""","""Rolling in Dough Cafe"""
4838,"""Angelo's Pizza""","""Hash Kitchen""","""Zen Japanese Restaurant""","""School Restaurant""","""N9NE Steakhouse"""
4839,"""Adamson Barbecue""","""FnB""","""Due Forni""","""DW Bistro""","""Blaze Fast-Fire'd Pizza"""
4840,"""The Fry Bread House""","""Ocotillo""","""BARDOT Brasserie""","""Adamson Barbecue""","""Smashburger"""
4841,"""BLT Burger""","""Waldhorn Restaurant""","""Lucky's Café""","""Fat Heads Brewery and Saloon""","""Eiffel Tower"""
4842,"""DW Bistro""","""Ahipoki Bowl""","""Tommy's Restaurant""","""Naked Fish's Sushi & Grill""","""Eiffel Tower"""
4843,"""Chon Thai Food""","""Island Sushi & Grill""","""Hash Kitchen""","""Bannock""","""Fat Heads Brewery and Saloon"""
4844,"""Ahipoki Bowl""","""Cartel Coffee Lab""","""Liberty Market""","""Beckett's Table""","""Cibo"""
4845,"""Archi's Thai Cafe""","""Liberty Market""","""Pita Jungle""","""Las Fuentes Mexican Grill""","""Beckett's Table"""
4846,"""Dos Gringos""","""Frost Gelato""","""School Restaurant""","""Angelo's Pizza""","""Liberty Market"""
4847,"""Postino Arcadia""","""School Restaurant""","""N9NE Steakhouse""","""Sushi Kaji Restaurant""","""Angelo's Pizza"""
